20221015	21:31:15	74d065b2-14c1-48c8-bf1b-46042e777eb1	GET	/	undefined
20221015	21:31:15	16477f70-7d50-424e-ad8f-1fb34c010c16	GET	/css/style.css	undefined
20221015	21:39:56	0ea10e41-bc7e-436f-9751-8ae90f704630	OPTIONS	/auth	http://localhost:3000
20221015	21:45:32	7b8e34ae-2cd2-49b5-ab3b-d143d6ad85ac	OPTIONS	/auth	http://localhost:3000
20221015	21:47:11	7c75246f-20b6-462f-a83d-c366a19bfbb6	OPTIONS	/	https://web.postman.co
20221015	21:49:25	c66b43a2-27a8-4de7-b74c-47f89ed03f10	POST	/	undefined
20221015	21:49:39	ece9e491-3d38-46f2-9896-8043627a2391	POST	/	undefined
20221015	21:50:38	be01784d-026d-42a5-a92b-112cb9c0e56a	OPTIONS	/auth	http://localhost:3000
20221015	21:54:02	4263e613-d8da-459c-9a3f-78f7177e2845	POST	/	undefined
20221015	21:54:41	0cc34a20-323c-434f-945d-e250209b706a	POST	/auth	undefined
20221015	21:55:30	b431162c-31f6-4e7d-9e4d-3498dfec2038	POST	/auth	undefined
20221015	21:55:40	3d9d44cc-5b19-42ce-b873-4a24d1fa04a9	POST	/auth	undefined
20221015	21:56:07	e10969bf-6e47-4d28-b62a-07ade5827617	POST	/auth	undefined
20221015	21:58:43	f0632df7-2790-49b8-b2bb-c85d6df14394	POST	/auth	undefined
20221015	21:59:56	3b5a80b9-c730-4ec9-b01b-4c797b5d6204	DELETE	/auth	undefined
20221015	22:00:40	acf798bd-b22d-4209-b117-b1b24cf70ba3	DELETE	/login	undefined
20221015	22:07:24	e480ed61-13ea-4b1b-bf23-90b23e15f2fe	POST	/auth	undefined
20221015	22:08:27	7b06be8b-54fd-4126-94b5-360665142233	POST	/auth	undefined
20221015	22:08:48	33c4afe5-c1f1-467f-9dfa-06a022fd2432	GET	/users	undefined
20221015	22:08:59	ba6f314a-4529-454c-bb0c-bde112ad32f1	GET	/users	undefined
20221015	22:13:09	f3d3839b-d36f-44b5-af33-f4ca14ff3b69	POST	/users	undefined
20221015	22:16:53	24ac1749-e4d9-4f8a-bae5-ebb1d4453958	POST	/users	undefined
20221015	22:17:01	04d7b66a-a32b-4b5b-a020-157d7f38395f	POST	/users	undefined
20221015	22:17:09	2cf9e570-b2aa-4886-9e2f-9ec6a5b2ee69	POST	/users	undefined
20221015	22:48:46	5549450a-2435-453d-9221-b09d5d0d3a05	POST	/user	undefined
20221015	22:49:10	817eb1d0-235a-4afa-9cbb-23796943707c	POST	/user	undefined
20221015	22:51:23	5e77c80d-d235-4a04-ae1f-3f6807abd27c	POST	/user	undefined
20221015	22:52:20	066e0b64-ba61-4192-bfc6-0bd871bda382	POST	/user	undefined
20221015	22:53:40	5bf83d84-c552-4479-ad9a-06e32cebe5db	POST	/users	undefined
20221015	22:54:43	8a886487-569c-4bfa-bed4-35675e829fdf	POST	/auth	undefined
20221015	22:54:54	d7d2bbf1-70ee-4155-a4a7-ad96e3cfd734	POST	/users/auth	undefined
20221015	22:55:02	3866d206-d210-4cf5-bba4-f4c2e6216c1c	POST	/auth	undefined
20221016	11:58:15	7f0463cd-7e24-4330-982e-0158efebf8a9	GET	/	undefined
20221016	11:58:16	52680830-6ee2-4969-943d-7ec80343f7d8	GET	/css/style.css	undefined
20221016	11:58:16	9c1ff6ba-ca74-4e50-a98f-9e287909b347	GET	/favicon.ico	undefined
20221016	11:59:25	56889496-9c21-478e-a441-79abd46764a6	OPTIONS	/auth	http://localhost:3000
20221016	12:00:18	34cfd537-c396-4a77-a2d5-d120dbb02f96	OPTIONS	/auth	http://localhost:3000
20221016	12:05:55	37e11dfa-323b-4d0d-9938-d94cefe51e56	GET	/users	undefined
20221016	12:39:31	5a2145d9-c67a-4283-8d1a-e50decc7b627	OPTIONS	/auth	http://localhost:3000
20221016	15:43:14	88e4e40d-93e8-43ae-a5c1-eb776d3fbaba	GET	/users	http://localhost:3000
20221016	15:44:15	c90e2baa-c933-46c5-b9e7-a665e41dd7c8	GET	/users	http://localhost:3000
20221016	15:44:47	92f57ab0-0dea-49b7-9d70-3fb19477f786	OPTIONS	/auth	http://localhost:3000
20221016	15:45:16	089db6a3-0b00-4586-aea7-59838fba19b0	GET	/users	http://localhost:3000
20221016	15:45:23	472c284c-d12b-4962-8dfd-f0c4738a8e88	OPTIONS	/auth	http://localhost:3000
20221016	15:46:17	3695ee7b-b4b1-4636-8109-c134bb126660	GET	/users	http://localhost:3000
